feature_id,product_id,feature_name,feature_description,feature_tier,feature_value_weight
F01584,P0395,Threat Hunting (Autonomous DEM),Adjacent capability providing threat hunting within Autonomous DEM — Premium.,Adjacent,1
F01585,P0395,Detection (Autonomous DEM),Adjacent capability providing detection within Autonomous DEM — Premium.,Adjacent,1
F01586,P0396,Anomaly Scoring (Cortex XSIAM),Core capability providing anomaly scoring within Cortex XSIAM — Essentials.,Core,3
F01587,P0396,Detection (Cortex XSIAM),Differentiator capability providing detection within Cortex XSIAM — Essentials.,Differentiator,2
F01588,P0396,Incident Timeline (Cortex XSIAM),Adjacent capability providing incident timeline within Cortex XSIAM — Essentials.,Adjacent,1
F01589,P0396,Automation (Cortex XSIAM),Core capability providing automation within Cortex XSIAM — Essentials.,Core,3
F01590,P0397,Anomaly Scoring (Prisma SD-WAN),Core capability providing anomaly scoring within Prisma SD-WAN — Premium.,Core,3
F01591,P0397,Policy (Prisma SD-WAN),Differentiator capability providing policy within Prisma SD-WAN — Premium.,Differentiator,2
F01592,P0397,Rule Optimisation (Prisma SD-WAN),Core capability providing rule optimisation within Prisma SD-WAN — Premium.,Core,3
F01593,P0397,Anomaly Scoring (Prisma SD-WAN),Differentiator capability providing anomaly scoring within Prisma SD-WAN — Premium.,Differentiator,2
F01594,P0398,Segmentation (Cortex XSOAR),Core capability providing segmentation within Cortex XSOAR — Advanced.,Core,3
F01595,P0398,Playbook Orchestration (Cortex XSOAR),Adjacent capability providing playbook orchestration within Cortex XSOAR — Advanced.,Adjacent,1
F01596,P0398,Reporting (Cortex XSOAR),Differentiator capability providing reporting within Cortex XSOAR — Advanced.,Differentiator,2
F01597,P0398,Log Retention (Cortex XSOAR),Differentiator capability providing log retention within Cortex XSOAR — Advanced.,Differentiator,2
F01598,P0398,Inline Analysis (Cortex XSOAR),Differentiator capability providing inline analysis within Cortex XSOAR — Advanced.,Differentiator,2
F01599,P0399,Incident Timeline (SaaS Security),Core capability providing incident timeline within SaaS Security — Advanced.,Core,3
F01600,P0399,Traffic Inspection (SaaS Security),Differentiator capability providing traffic inspection within SaaS Security — Advanced.,Differentiator,2
F01601,P0399,Identity Correlation (SaaS Security),Core capability providing identity correlation within SaaS Security — Advanced.,Core,3
F01602,P0400,Segmentation (Advanced URL Filtering),Core capability providing segmentation within Advanced URL Filtering — Essentials.,Core,3
F01603,P0400,Log Retention (Advanced URL Filtering),Differentiator capability providing log retention within Advanced URL Filtering — Essentials.,Differentiator,2
F01604,P0400,Inline Analysis (Advanced URL Filtering),Differentiator capability providing inline analysis within Advanced URL Filtering — Essentials.,Differentiator,2
F01605,P0401,Segmentation (IoT Security),Core capability providing segmentation within IoT Security — Advanced.,Core,3
F01606,P0401,Traffic Inspection (IoT Security),Adjacent capability providing traffic inspection within IoT Security — Advanced.,Adjacent,1
F01607,P0401,Playbook Orchestration (IoT Security),Adjacent capability providing playbook orchestration within IoT Security — Advanced.,Adjacent,1
F01608,P0401,Detection (IoT Security),Differentiator capability providing detection within IoT Security — Advanced.,Differentiator,2
F01609,P0401,Inline Analysis (IoT Security),Differentiator capability providing inline analysis within IoT Security — Advanced.,Differentiator,2
F01610,P0402,Reporting (Cortex XDR),Core capability providing reporting within Cortex XDR — Essentials.,Core,3
F01611,P0402,Sandboxing (Cortex XDR),Differentiator capability providing sandboxing within Cortex XDR — Essentials.,Differentiator,2
F01612,P0402,Detection (Cortex XDR),Adjacent capability providing detection within Cortex XDR — Essentials.,Adjacent,1
F01613,P0403,Incident Timeline (Enterprise DLP),Core capability providing incident timeline within Enterprise DLP — Premium.,Core,3
F01614,P0403,Rule Optimisation (Enterprise DLP),Differentiator capability providing rule optimisation within Enterprise DLP — Premium.,Differentiator,2
F01615,P0403,Playbook Orchestration (Enterprise DLP),Differentiator capability providing playbook orchestration within Enterprise DLP — Premium.,Differentiator,2
F01616,P0404,Traffic Inspection (NGFW),Core capability providing traffic inspection within NGFW — Advanced.,Core,3
F01617,P0404,Automation (NGFW),Differentiator capability providing automation within NGFW — Advanced.,Differentiator,2
F01618,P0404,Playbook Orchestration (NGFW),Differentiator capability providing playbook orchestration within NGFW — Advanced.,Differentiator,2
F01619,P0404,Rule Optimisation (NGFW),Differentiator capability providing rule optimisation within NGFW — Advanced.,Differentiator,2
F01620,P0404,Inline Analysis (NGFW),Adjacent capability providing inline analysis within NGFW — Advanced.,Adjacent,1
F01621,P0405,Playbook Orchestration (Cortex XSIAM),Core capability providing playbook orchestration within Cortex XSIAM — Essentials.,Core,3
F01622,P0405,Reporting (Cortex XSIAM),Adjacent capability providing reporting within Cortex XSIAM — Essentials.,Adjacent,1
F01623,P0405,Playbook Orchestration (Cortex XSIAM),Adjacent capability providing playbook orchestration within Cortex XSIAM — Essentials.,Adjacent,1
F01624,P0406,Alert Triage (IoT Security),Core capability providing alert triage within IoT Security — Premium.,Core,3
F01625,P0406,Alert Triage (IoT Security),Adjacent capability providing alert triage within IoT Security — Premium.,Adjacent,1
F01626,P0406,Inline Analysis (IoT Security),Adjacent capability providing inline analysis within IoT Security — Premium.,Adjacent,1
F01627,P0406,Incident Timeline (IoT Security),Differentiator capability providing incident timeline within IoT Security — Premium.,Differentiator,2
F01628,P0407,Segmentation (Cortex XSOAR),Core capability providing segmentation within Cortex XSOAR — Essentials.,Core,3
F01629,P0407,Segmentation (Cortex XSOAR),Adjacent capability providing segmentation within Cortex XSOAR — Essentials.,Adjacent,1
F01630,P0407,Playbook Orchestration (Cortex XSOAR),Differentiator capability providing playbook orchestration within Cortex XSOAR — Essentials.,Differentiator,2
F01631,P0407,Compliance Mapping (Cortex XSOAR),Adjacent capability providing compliance mapping within Cortex XSOAR — Essentials.,Adjacent,1
F01632,P0408,Compliance Mapping (IoT Security),Core capability providing compliance mapping within IoT Security — Premium.,Core,3
F01633,P0408,Playbook Orchestration (IoT Security),Core capability providing playbook orchestration within IoT Security — Premium.,Core,3
F01634,P0408,Posture Assessment (IoT Security),Core capability providing posture assessment within IoT Security — Premium.,Core,3
F01635,P0409,Reporting (Advanced DNS Security),Core capability providing reporting within Advanced DNS Security — Premium.,Core,3
F01636,P0409,Sandboxing (Advanced DNS Security),Adjacent capability providing sandboxing within Advanced DNS Security — Premium.,Adjacent,1
F01637,P0409,Reporting (Advanced DNS Security),Adjacent capability providing reporting within Advanced DNS Security — Premium.,Adjacent,1
F01638,P0409,Segmentation (Advanced DNS Security),Core capability providing segmentation within Advanced DNS Security — Premium.,Core,3
F01639,P0410,Risk Scoring (Enterprise DLP),Core capability providing risk scoring within Enterprise DLP — Essentials.,Core,3
F01640,P0410,Alert Triage (Enterprise DLP),Adjacent capability providing alert triage within Enterprise DLP — Essentials.,Adjacent,1
F01641,P0410,Incident Timeline (Enterprise DLP),Adjacent capability providing incident timeline within Enterprise DLP — Essentials.,Adjacent,1
F01642,P0410,Alert Triage (Enterprise DLP),Differentiator capability providing alert triage within Enterprise DLP — Essentials.,Differentiator,2
F01643,P0410,Traffic Inspection (Enterprise DLP),Differentiator capability providing traffic inspection within Enterprise DLP — Essentials.,Differentiator,2
F01644,P0411,Segmentation (Attack Surface Management),Core capability providing segmentation within Attack Surface Management — Advanced.,Core,3
F01645,P0411,Threat Hunting (Attack Surface Management),Adjacent capability providing threat hunting within Attack Surface Management — Advanced.,Adjacent,1
F01646,P0411,Rule Optimisation (Attack Surface Management),Differentiator capability providing rule optimisation within Attack Surface Management — Advanced.,Differentiator,2
F01647,P0412,Traffic Inspection (Prisma Browser),Core capability providing traffic inspection within Prisma Browser — Advanced.,Core,3
F01648,P0412,Alert Triage (Prisma Browser),Adjacent capability providing alert triage within Prisma Browser — Advanced.,Adjacent,1
F01649,P0412,Posture Assessment (Prisma Browser),Differentiator capability providing posture assessment within Prisma Browser — Advanced.,Differentiator,2
F01650,P0412,Automation (Prisma Browser),Adjacent capability providing automation within Prisma Browser — Advanced.,Adjacent,1
F01651,P0413,Playbook Orchestration (Advanced Threat Prevention),Core capability providing playbook orchestration within Advanced Threat Prevention — Advanced.,Core,3
F01652,P0413,Segmentation (Advanced Threat Prevention),Adjacent capability providing segmentation within Advanced Threat Prevention — Advanced.,Adjacent,1
F01653,P0413,Traffic Inspection (Advanced Threat Prevention),Adjacent capability providing traffic inspection within Advanced Threat Prevention — Advanced.,Adjacent,1
F01654,P0413,Reporting (Advanced Threat Prevention),Differentiator capability providing reporting within Advanced Threat Prevention — Advanced.,Differentiator,2
F01655,P0413,Playbook Orchestration (Advanced Threat Prevention),Adjacent capability providing playbook orchestration within Advanced Threat Prevention — Advanced.,Adjacent,1
F01656,P0414,Incident Timeline (Prisma Access),Core capability providing incident timeline within Prisma Access — Premium.,Core,3
F01657,P0414,Reporting (Prisma Access),Differentiator capability providing reporting within Prisma Access — Premium.,Differentiator,2
F01658,P0414,Incident Timeline (Prisma Access),Differentiator capability providing incident timeline within Prisma Access — Premium.,Differentiator,2
F01659,P0415,Threat Hunting (Enterprise DLP),Core capability providing threat hunting within Enterprise DLP — Essentials.,Core,3
F01660,P0415,Inline Analysis (Enterprise DLP),Differentiator capability providing inline analysis within Enterprise DLP — Essentials.,Differentiator,2
F01661,P0415,Rule Optimisation (Enterprise DLP),Adjacent capability providing rule optimisation within Enterprise DLP — Essentials.,Adjacent,1
F01662,P0415,Policy (Enterprise DLP),Core capability providing policy within Enterprise DLP — Essentials.,Core,3
F01663,P0416,Anomaly Scoring (Advanced WildFire),Core capability providing anomaly scoring within Advanced WildFire — Advanced.,Core,3
F01664,P0416,Sandboxing (Advanced WildFire),Adjacent capability providing sandboxing within Advanced WildFire — Advanced.,Adjacent,1
F01665,P0416,Incident Timeline (Advanced WildFire),Differentiator capability providing incident timeline within Advanced WildFire — Advanced.,Differentiator,2
F01666,P0417,Anomaly Scoring (Advanced URL Filtering),Core capability providing anomaly scoring within Advanced URL Filtering — Advanced.,Core,3
F01667,P0417,Risk Scoring (Advanced URL Filtering),Differentiator capability providing risk scoring within Advanced URL Filtering — Advanced.,Differentiator,2
F01668,P0417,Data Classification (Advanced URL Filtering),Differentiator capability providing data classification within Advanced URL Filtering — Advanced.,Differentiator,2
F01669,P0417,Automation (Advanced URL Filtering),Adjacent capability providing automation within Advanced URL Filtering — Advanced.,Adjacent,1
F01670,P0417,Rule Optimisation (Advanced URL Filtering),Differentiator capability providing rule optimisation within Advanced URL Filtering — Advanced.,Differentiator,2
F01671,P0418,Inline Analysis (Cortex XDR),Core capability providing inline analysis within Cortex XDR — Premium.,Core,3
F01672,P0418,Anomaly Scoring (Cortex XDR),Adjacent capability providing anomaly scoring within Cortex XDR — Premium.,Adjacent,1
F01673,P0418,Detection (Cortex XDR),Differentiator capability providing detection within Cortex XDR — Premium.,Differentiator,2
F01674,P0419,Traffic Inspection (Enterprise DLP),Core capability providing traffic inspection within Enterprise DLP — Essentials.,Core,3
F01675,P0419,Data Classification (Enterprise DLP),Adjacent capability providing data classification within Enterprise DLP — Essentials.,Adjacent,1
F01676,P0419,Reporting (Enterprise DLP),Adjacent capability providing reporting within Enterprise DLP — Essentials.,Adjacent,1
F01677,P0419,Anomaly Scoring (Enterprise DLP),Core capability providing anomaly scoring within Enterprise DLP — Essentials.,Core,3
F01678,P0420,Sandboxing (AI Runtime Security),Core capability providing sandboxing within AI Runtime Security — Essentials.,Core,3
F01679,P0420,Segmentation (AI Runtime Security),Differentiator capability providing segmentation within AI Runtime Security — Essentials.,Differentiator,2
F01680,P0420,Sandboxing (AI Runtime Security),Adjacent capability providing sandboxing within AI Runtime Security — Essentials.,Adjacent,1
F01681,P0421,Compliance Mapping (AI Runtime Security),Core capability providing compliance mapping within AI Runtime Security — Premium.,Core,3
F01682,P0421,Inline Analysis (AI Runtime Security),Differentiator capability providing inline analysis within AI Runtime Security — Premium.,Differentiator,2
F01683,P0421,Threat Hunting (AI Runtime Security),Differentiator capability providing threat hunting within AI Runtime Security — Premium.,Differentiator,2
F01684,P0421,Traffic Inspection (AI Runtime Security),Adjacent capability providing traffic inspection within AI Runtime Security — Premium.,Adjacent,1
F01685,P0422,Anomaly Scoring (Prisma SD-WAN),Core capability providing anomaly scoring within Prisma SD-WAN — Premium.,Core,3
F01686,P0422,Inline Analysis (Prisma SD-WAN),Adjacent capability providing inline analysis within Prisma SD-WAN — Premium.,Adjacent,1
F01687,P0422,Inline Analysis (Prisma SD-WAN),Differentiator capability providing inline analysis within Prisma SD-WAN — Premium.,Differentiator,2
F01688,P0422,Policy (Prisma SD-WAN),Differentiator capability providing policy within Prisma SD-WAN — Premium.,Differentiator,2
F01689,P0423,Compliance Mapping (AI Model Scanning),Core capability providing compliance mapping within AI Model Scanning — Advanced.,Core,3
F01690,P0423,Risk Scoring (AI Model Scanning),Adjacent capability providing risk scoring within AI Model Scanning — Advanced.,Adjacent,1
F01691,P0423,Inline Analysis (AI Model Scanning),Core capability providing inline analysis within AI Model Scanning — Advanced.,Core,3
F01692,P0424,Playbook Orchestration (Prisma Browser),Core capability providing playbook orchestration within Prisma Browser — Advanced.,Core,3
F01693,P0424,Incident Timeline (Prisma Browser),Core capability providing incident timeline within Prisma Browser — Advanced.,Core,3
F01694,P0424,Risk Scoring (Prisma Browser),Adjacent capability providing risk scoring within Prisma Browser — Advanced.,Adjacent,1
F01695,P0425,Data Classification (Prisma Access),Core capability providing data classification within Prisma Access — Premium.,Core,3
F01696,P0425,Alert Triage (Prisma Access),Differentiator capability providing alert triage within Prisma Access — Premium.,Differentiator,2
F01697,P0425,Posture Assessment (Prisma Access),Differentiator capability providing posture assessment within Prisma Access — Premium.,Differentiator,2
F01698,P0425,Risk Scoring (Prisma Access),Adjacent capability providing risk scoring within Prisma Access — Premium.,Adjacent,1
F01699,P0425,Incident Timeline (Prisma Access),Differentiator capability providing incident timeline within Prisma Access — Premium.,Differentiator,2
F01700,P0426,Alert Triage (AI Model Scanning),Core capability providing alert triage within AI Model Scanning — Advanced.,Core,3
F01701,P0426,Identity Correlation (AI Model Scanning),Adjacent capability providing identity correlation within AI Model Scanning — Advanced.,Adjacent,1
F01702,P0426,Log Retention (AI Model Scanning),Adjacent capability providing log retention within AI Model Scanning — Advanced.,Adjacent,1
F01703,P0427,Detection (Prisma SD-WAN),Core capability providing detection within Prisma SD-WAN — Premium.,Core,3
F01704,P0427,Rule Optimisation (Prisma SD-WAN),Adjacent capability providing rule optimisation within Prisma SD-WAN — Premium.,Adjacent,1
F01705,P0427,Compliance Mapping (Prisma SD-WAN),Adjacent capability providing compliance mapping within Prisma SD-WAN — Premium.,Adjacent,1
F01706,P0427,Data Classification (Prisma SD-WAN),Core capability providing data classification within Prisma SD-WAN — Premium.,Core,3
F01707,P0428,Automation (AI Posture Management),Core capability providing automation within AI Posture Management — Advanced.,Core,3
F01708,P0428,Inline Analysis (AI Posture Management),Adjacent capability providing inline analysis within AI Posture Management — Advanced.,Adjacent,1
F01709,P0428,Identity Correlation (AI Posture Management),Adjacent capability providing identity correlation within AI Posture Management — Advanced.,Adjacent,1
F01710,P0429,Automation (Advanced WildFire),Core capability providing automation within Advanced WildFire — Premium.,Core,3
F01711,P0429,Alert Triage (Advanced WildFire),Differentiator capability providing alert triage within Advanced WildFire — Premium.,Differentiator,2
F01712,P0429,Compliance Mapping (Advanced WildFire),Core capability providing compliance mapping within Advanced WildFire — Premium.,Core,3
F01713,P0429,Automation (Advanced WildFire),Adjacent capability providing automation within Advanced WildFire — Premium.,Adjacent,1
F01714,P0430,Segmentation (Exposure Management),Core capability providing segmentation within Exposure Management — Advanced.,Core,3
F01715,P0430,Traffic Inspection (Exposure Management),Adjacent capability providing traffic inspection within Exposure Management — Advanced.,Adjacent,1
F01716,P0430,Policy (Exposure Management),Adjacent capability providing policy within Exposure Management — Advanced.,Adjacent,1
F01717,P0430,Compliance Mapping (Exposure Management),Differentiator capability providing compliance mapping within Exposure Management — Advanced.,Differentiator,2
F01718,P0430,Playbook Orchestration (Exposure Management),Core capability providing playbook orchestration within Exposure Management — Advanced.,Core,3
F01719,P0431,Anomaly Scoring (Exposure Management),Core capability providing anomaly scoring within Exposure Management — Premium.,Core,3
F01720,P0431,Anomaly Scoring (Exposure Management),Adjacent capability providing anomaly scoring within Exposure Management — Premium.,Adjacent,1
F01721,P0431,Posture Assessment (Exposure Management),Adjacent capability providing posture assessment within Exposure Management — Premium.,Adjacent,1
F01722,P0431,Detection (Exposure Management),Differentiator capability providing detection within Exposure Management — Premium.,Differentiator,2
F01723,P0431,Incident Timeline (Exposure Management),Differentiator capability providing incident timeline within Exposure Management — Premium.,Differentiator,2
F01724,P0432,Rule Optimisation (Autonomous DEM),Core capability providing rule optimisation within Autonomous DEM — Advanced.,Core,3
F01725,P0432,Posture Assessment (Autonomous DEM),Differentiator capability providing posture assessment within Autonomous DEM — Advanced.,Differentiator,2
F01726,P0432,Rule Optimisation (Autonomous DEM),Adjacent capability providing rule optimisation within Autonomous DEM — Advanced.,Adjacent,1
F01727,P0432,Detection (Autonomous DEM),Differentiator capability providing detection within Autonomous DEM — Advanced.,Differentiator,2
F01728,P0432,Anomaly Scoring (Autonomous DEM),Adjacent capability providing anomaly scoring within Autonomous DEM — Advanced.,Adjacent,1
F01729,P0433,Log Retention (SaaS Security),Core capability providing log retention within SaaS Security — Premium.,Core,3
F01730,P0433,Log Retention (SaaS Security),Adjacent capability providing log retention within SaaS Security — Premium.,Adjacent,1
F01731,P0433,Inline Analysis (SaaS Security),Differentiator capability providing inline analysis within SaaS Security — Premium.,Differentiator,2
F01732,P0433,Incident Timeline (SaaS Security),Core capability providing incident timeline within SaaS Security — Premium.,Core,3
F01733,P0433,Log Retention (SaaS Security),Differentiator capability providing log retention within SaaS Security — Premium.,Differentiator,2
F01734,P0434,Posture Assessment (Cortex XSIAM),Core capability providing posture assessment within Cortex XSIAM — Premium.,Core,3
F01735,P0434,Rule Optimisation (Cortex XSIAM),Adjacent capability providing rule optimisation within Cortex XSIAM — Premium.,Adjacent,1
F01736,P0434,Inline Analysis (Cortex XSIAM),Core capability providing inline analysis within Cortex XSIAM — Premium.,Core,3
F01737,P0434,Playbook Orchestration (Cortex XSIAM),Core capability providing playbook orchestration within Cortex XSIAM — Premium.,Core,3
F01738,P0435,Compliance Mapping (Advanced Threat Prevention),Core capability providing compliance mapping within Advanced Threat Prevention — Premium.,Core,3
F01739,P0435,Posture Assessment (Advanced Threat Prevention),Adjacent capability providing posture assessment within Advanced Threat Prevention — Premium.,Adjacent,1
F01740,P0435,Identity Correlation (Advanced Threat Prevention),Differentiator capability providing identity correlation within Advanced Threat Prevention — Premium.,Differentiator,2
F01741,P0435,Detection (Advanced Threat Prevention),Adjacent capability providing detection within Advanced Threat Prevention — Premium.,Adjacent,1
F01742,P0436,Inline Analysis (Advanced DNS Security),Core capability providing inline analysis within Advanced DNS Security — Advanced.,Core,3
F01743,P0436,Compliance Mapping (Advanced DNS Security),Adjacent capability providing compliance mapping within Advanced DNS Security — Advanced.,Adjacent,1
F01744,P0436,Risk Scoring (Advanced DNS Security),Adjacent capability providing risk scoring within Advanced DNS Security — Advanced.,Adjacent,1
F01745,P0436,Sandboxing (Advanced DNS Security),Adjacent capability providing sandboxing within Advanced DNS Security — Advanced.,Adjacent,1
F01746,P0437,Posture Assessment (Attack Surface Management),Core capability providing posture assessment within Attack Surface Management — Advanced.,Core,3
F01747,P0437,Threat Hunting (Attack Surface Management),Adjacent capability providing threat hunting within Attack Surface Management — Advanced.,Adjacent,1
F01748,P0437,Rule Optimisation (Attack Surface Management),Adjacent capability providing rule optimisation within Attack Surface Management — Advanced.,Adjacent,1
F01749,P0438,Detection (Advanced DNS Security),Core capability providing detection within Advanced DNS Security — Premium.,Core,3
F01750,P0438,Posture Assessment (Advanced DNS Security),Adjacent capability providing posture assessment within Advanced DNS Security — Premium.,Adjacent,1
F01751,P0438,Playbook Orchestration (Advanced DNS Security),Core capability providing playbook orchestration within Advanced DNS Security — Premium.,Core,3
F01752,P0438,Sandboxing (Advanced DNS Security),Differentiator capability providing sandboxing within Advanced DNS Security — Premium.,Differentiator,2
F01753,P0438,Compliance Mapping (Advanced DNS Security),Adjacent capability providing compliance mapping within Advanced DNS Security — Premium.,Adjacent,1
F01754,P0439,Alert Triage (Attack Surface Management),Core capability providing alert triage within Attack Surface Management — Advanced.,Core,3
F01755,P0439,Sandboxing (Attack Surface Management),Differentiator capability providing sandboxing within Attack Surface Management — Advanced.,Differentiator,2
F01756,P0439,Sandboxing (Attack Surface Management),Adjacent capability providing sandboxing within Attack Surface Management — Advanced.,Adjacent,1
F01757,P0439,Compliance Mapping (Attack Surface Management),Adjacent capability providing compliance mapping within Attack Surface Management — Advanced.,Adjacent,1
F01758,P0440,Playbook Orchestration (Exposure Management),Core capability providing playbook orchestration within Exposure Management — Advanced.,Core,3
F01759,P0440,Sandboxing (Exposure Management),Core capability providing sandboxing within Exposure Management — Advanced.,Core,3
F01760,P0440,Segmentation (Exposure Management),Adjacent capability providing segmentation within Exposure Management — Advanced.,Adjacent,1
F01761,P0440,Identity Correlation (Exposure Management),Core capability providing identity correlation within Exposure Management — Advanced.,Core,3
F01762,P0441,Risk Scoring (AI Runtime Security),Core capability providing risk scoring within AI Runtime Security — Essentials.,Core,3
F01763,P0441,Incident Timeline (AI Runtime Security),Adjacent capability providing incident timeline within AI Runtime Security — Essentials.,Adjacent,1
F01764,P0441,Log Retention (AI Runtime Security),Core capability providing log retention within AI Runtime Security — Essentials.,Core,3
F01765,P0441,Segmentation (AI Runtime Security),Differentiator capability providing segmentation within AI Runtime Security — Essentials.,Differentiator,2
F01766,P0441,Log Retention (AI Runtime Security),Differentiator capability providing log retention within AI Runtime Security — Essentials.,Differentiator,2
F01767,P0442,Playbook Orchestration (Advanced DNS Security),Core capability providing playbook orchestration within Advanced DNS Security — Premium.,Core,3
F01768,P0442,Alert Triage (Advanced DNS Security),Adjacent capability providing alert triage within Advanced DNS Security — Premium.,Adjacent,1
F01769,P0442,Rule Optimisation (Advanced DNS Security),Differentiator capability providing rule optimisation within Advanced DNS Security — Premium.,Differentiator,2
F01770,P0442,Threat Hunting (Advanced DNS Security),Adjacent capability providing threat hunting within Advanced DNS Security — Premium.,Adjacent,1
F01771,P0443,Policy (Cortex XSIAM),Core capability providing policy within Cortex XSIAM — Advanced.,Core,3
F01772,P0443,Automation (Cortex XSIAM),Differentiator capability providing automation within Cortex XSIAM — Advanced.,Differentiator,2
F01773,P0443,Policy (Cortex XSIAM),Adjacent capability providing policy within Cortex XSIAM — Advanced.,Adjacent,1
F01774,P0443,Risk Scoring (Cortex XSIAM),Differentiator capability providing risk scoring within Cortex XSIAM — Advanced.,Differentiator,2
F01775,P0443,Reporting (Cortex XSIAM),Differentiator capability providing reporting within Cortex XSIAM — Advanced.,Differentiator,2
F01776,P0444,Threat Hunting (Prisma SD-WAN),Core capability providing threat hunting within Prisma SD-WAN — Premium.,Core,3
F01777,P0444,Detection (Prisma SD-WAN),Core capability providing detection within Prisma SD-WAN — Premium.,Core,3
F01778,P0444,Policy (Prisma SD-WAN),Differentiator capability providing policy within Prisma SD-WAN — Premium.,Differentiator,2
F01779,P0444,Incident Timeline (Prisma SD-WAN),Differentiator capability providing incident timeline within Prisma SD-WAN — Premium.,Differentiator,2
F01780,P0444,Automation (Prisma SD-WAN),Differentiator capability providing automation within Prisma SD-WAN — Premium.,Differentiator,2
F01781,P0445,Threat Hunting (Exposure Management),Core capability providing threat hunting within Exposure Management — Premium.,Core,3
F01782,P0445,Incident Timeline (Exposure Management),Adjacent capability providing incident timeline within Exposure Management — Premium.,Adjacent,1
F01783,P0445,Reporting (Exposure Management),Adjacent capability providing reporting within Exposure Management — Premium.,Adjacent,1
F01784,P0446,Rule Optimisation (Advanced WildFire),Core capability providing rule optimisation within Advanced WildFire — Advanced.,Core,3
F01785,P0446,Posture Assessment (Advanced WildFire),Adjacent capability providing posture assessment within Advanced WildFire — Advanced.,Adjacent,1
F01786,P0446,Reporting (Advanced WildFire),Core capability providing reporting within Advanced WildFire — Advanced.,Core,3
F01787,P0446,Posture Assessment (Advanced WildFire),Adjacent capability providing posture assessment within Advanced WildFire — Advanced.,Adjacent,1
F01788,P0446,Log Retention (Advanced WildFire),Differentiator capability providing log retention within Advanced WildFire — Advanced.,Differentiator,2
F01789,P0447,Log Retention (Advanced Threat Prevention),Core capability providing log retention within Advanced Threat Prevention — Essentials.,Core,3
F01790,P0447,Risk Scoring (Advanced Threat Prevention),Differentiator capability providing risk scoring within Advanced Threat Prevention — Essentials.,Differentiator,2
F01791,P0447,Segmentation (Advanced Threat Prevention),Adjacent capability providing segmentation within Advanced Threat Prevention — Essentials.,Adjacent,1
F01792,P0447,Log Retention (Advanced Threat Prevention),Adjacent capability providing log retention within Advanced Threat Prevention — Essentials.,Adjacent,1
F01793,P0448,Detection (Attack Surface Management),Core capability providing detection within Attack Surface Management — Essentials.,Core,3
F01794,P0448,Sandboxing (Attack Surface Management),Adjacent capability providing sandboxing within Attack Surface Management — Essentials.,Adjacent,1
F01795,P0448,Sandboxing (Attack Surface Management),Differentiator capability providing sandboxing within Attack Surface Management — Essentials.,Differentiator,2
F01796,P0449,Posture Assessment (AI Access Security),Core capability providing posture assessment within AI Access Security — Essentials.,Core,3
F01797,P0449,Playbook Orchestration (AI Access Security),Adjacent capability providing playbook orchestration within AI Access Security — Essentials.,Adjacent,1
F01798,P0449,Automation (AI Access Security),Differentiator capability providing automation within AI Access Security — Essentials.,Differentiator,2
F01799,P0449,Compliance Mapping (AI Access Security),Adjacent capability providing compliance mapping within AI Access Security — Essentials.,Adjacent,1
F01800,P0450,Compliance Mapping (Attack Surface Management),Core capability providing compliance mapping within Attack Surface Management — Advanced.,Core,3
F01801,P0450,Reporting (Attack Surface Management),Adjacent capability providing reporting within Attack Surface Management — Advanced.,Adjacent,1
F01802,P0450,Inline Analysis (Attack Surface Management),Differentiator capability providing inline analysis within Attack Surface Management — Advanced.,Differentiator,2
F01803,P0451,Log Retention (AI Model Scanning),Core capability providing log retention within AI Model Scanning — Premium.,Core,3
F01804,P0451,Reporting (AI Model Scanning),Adjacent capability providing reporting within AI Model Scanning — Premium.,Adjacent,1
F01805,P0451,Detection (AI Model Scanning),Differentiator capability providing detection within AI Model Scanning — Premium.,Differentiator,2
F01806,P0451,Automation (AI Model Scanning),Adjacent capability providing automation within AI Model Scanning — Premium.,Adjacent,1
F01807,P0451,Automation (AI Model Scanning),Adjacent capability providing automation within AI Model Scanning — Premium.,Adjacent,1
F01808,P0452,Policy (Advanced URL Filtering),Core capability providing policy within Advanced URL Filtering — Essentials.,Core,3
F01809,P0452,Detection (Advanced URL Filtering),Adjacent capability providing detection within Advanced URL Filtering — Essentials.,Adjacent,1
F01810,P0452,Sandboxing (Advanced URL Filtering),Adjacent capability providing sandboxing within Advanced URL Filtering — Essentials.,Adjacent,1
F01811,P0452,Log Retention (Advanced URL Filtering),Core capability providing log retention within Advanced URL Filtering — Essentials.,Core,3
F01812,P0452,Inline Analysis (Advanced URL Filtering),Differentiator capability providing inline analysis within Advanced URL Filtering — Essentials.,Differentiator,2
F01813,P0453,Compliance Mapping (Exposure Management),Core capability providing compliance mapping within Exposure Management — Advanced.,Core,3
F01814,P0453,Compliance Mapping (Exposure Management),Differentiator capability providing compliance mapping within Exposure Management — Advanced.,Differentiator,2
F01815,P0453,Risk Scoring (Exposure Management),Differentiator capability providing risk scoring within Exposure Management — Advanced.,Differentiator,2
F01816,P0453,Sandboxing (Exposure Management),Core capability providing sandboxing within Exposure Management — Advanced.,Core,3
F01817,P0453,Automation (Exposure Management),Adjacent capability providing automation within Exposure Management — Advanced.,Adjacent,1
F01818,P0454,Reporting (Advanced DNS Security),Core capability providing reporting within Advanced DNS Security — Essentials.,Core,3
